March 24 2020,Manila - Taguig distributes pills to prevent pregnancies during lockdown,https://www.sunstar.com.ph/article/1849752/Manila/Local-News/Taguig-distributes-pills-to-prevent-pregnancies-during-lockdown
March 24 2020,Manila - Another cardiologist dies from coronavirus disease,https://www.sunstar.com.ph/article/1849751/Manila/Local-News/Another-cardiologist-dies-from-coronavirus-disease
March 23 2020,Davao - 1st Covid-19 patient in Davao recovers,https://www.sunstar.com.ph/article/1849703/Davao/Local-News/1st-Covid-19-patient-in-Davao-recovers
March 23 2020,Cebu - Consumers assured of enough cash during quarantine period,https://www.sunstar.com.ph/article/1849663/Cebu/Business/Consumers-assured-of-enough-cash-during-quarantine-period
